4062300265998,000144
4018852105213,001845
4010355055286,004728
4010355653451,006962
4010355653352,006978
4010355653390,007017
4010355673022,007032
4002448046424,010055
4002448065111,015652
4062300261303,015883
4062300253735,017385
4018852109112,017418
4000125077310,027995
4062300036710,028835
4001638098069,036942
4001638098083,036946
4001638098014,036988
4010355275950,045783
4010355488534,046088
4010355101068,046180
4062300262515,078544
4010355651525,137004
4010355266873,140872
4010355651495,155961
4008508463002,157947
4003790001444,158420
4062300262652,170681
4018852004745,170684
4062300262683,170688
4023103110748,182874
0000040161938,192389
4010355295224,196068
4062300262713,202877
4010355558671,235542
4010355426574,250898
4010355426673,250899
4010355473509,250917
4010355473585,250919
4010355473608,250949
4010355247056,250983
4010355236418,251188
4010355426611,251211
4010355407641,252312
4010355267313,253217
4010355472960,256477
4010355995421,256479
4010355106902,256502
4010355473004,256506
4010355995360,256799
4010355319388,260667
4010355319364,260696
4010355117755,260725
4002448053569,262289
4010355267283,266328
4010355206848,278867
4010355059741,293875
4010355995308,295813
4008455029115,305553
4010355474674,308627
4251099612148,325392
4015000962940,331372
4010355485458,332384
4010355802484,334151
4010355297228,341346
4010355992512,346864
4010355895127,363155
4010355995339,366555
4015000962964,377954
4010355995575,378940
4010355583154,378981
4010355489357,384160
4062300208254,388883
4010355120250,390842
4010355915108,396847
4010355951489,396873
4010355346438,399599
4010355266798,400418
4010355319142,402589
4008508464009,403852
4010355319401,404491
4010355080998,415961
4010355000903,418988
4010355341136,422068
4010355298102,423576
4062300266148,425022
8714789952581,433961
4058172047138,435586
4010355010216,436604
4010355473523,453136
4251099601586,455349
4251099601623,455350
4010355090935,457425
4062300259867,461045
4062300259751,465076
4062300051188,465077
4062300254961,466933
4062300254992,466935
4010355193056,467282
4058172057328,471972
4010355236197,476935
4010355236173,476951
4002448102854,501156
40133249,512036
4010355236333,515136
4010355427175,519552
4010355320568,520209
4010355346414,521873
4010355236579,522602
8001090271754,522985
8001090271679,523009
4010355319982,523129
4010355319227,523823
4002448103455,534910
8710908776519,544375
8710908778148,544382
40133218,544788
8710908768910,553715
8710908769221,553726
8710908769085,553733
8710908769153,553735
8710908768507,553736
4010355319340,554301
4062300293076,556913
4010355389114,566058
4010355426857,570969
